BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB,id
Anwar Ali,4,0,33,3,8.25,11,4,1,1,0,240
Mohammad Ilyas,3.5,0,54,0,14.08,7,7,3,1,0,240
Ihsanullah,4,0,35,2,8.75,10,3,1,2,1,240
Usama Mir,4,0,38,2,9.50,8,0,4,0,0,240
Abbas Afridi,4,0,44,1,11.00,6,5,1,2,0,240
Naseem Shah,4,0,39,0,9.75,8,7,0,0,0,241
Aimal Khan,3,0,47,0,15.66,5,7,2,2,0,241
Mohammad Hasnain,4,0,57,0,14.25,3,4,4,2,0,241
Dwaine Pretorius,4,0,40,1,10.00,5,3,1,3,0,241
Mohammad Nawaz,3,0,36,0,12.00,2,1,3,0,0,241
Mohammad Hafeez,2,0,20,0,10.00,3,2,1,0,0,241
Arshad Iqbal,3,0,55,0,18.33,3,9,2,0,1,241
Mujeeb Ur Rahman,4,0,38,1,9.50,7,3,2,1,0,241
Wahab Riaz,4,0,56,1,14.00,6,10,1,1,0,241
Azmatullah Omarzai,3.2,0,35,0,10.50,3,3,1,2,0,241
Aamer Jamal,4,0,56,0,14.00,6,5,4,2,0,241
Fazalhaq Farooqi,4,0,40,3,10.00,11,5,2,2,0,242
Hasan Ali,4,0,33,1,8.25,8,2,1,4,1,242
Faheem Ashraf,4,0,43,0,10.75,7,4,2,1,1,242
Mohammad Wasim,4,0,48,1,12.00,6,4,3,1,0,242
Mubasir Khan,2,0,25,0,12.50,1,1,2,0,0,242
Shadab Khan,2,0,32,0,16.00,2,0,4,0,0,242
Shaheen Shah Afridi,2,0,18,0,9.00,2,1,1,0,0,242
Zaman Khan,3,0,17,2,5.66,10,1,1,1,0,242
Haris Rauf,2.1,0,16,2,7.38,6,3,0,0,0,242
Rashid Khan,4,0,21,4,5.25,11,0,1,1,0,242
David Wiese,3,0,17,1,5.66,6,1,0,2,0,242
Sikandar Raza,1,0,14,0,14.00,3,0,2,1,0,242
Sheldon Cottrell,3,0,37,0,12.33,8,2,4,1,0,243
Anwar Ali,4,0,66,1,16.50,2,7,4,1,0,243
Ihsanullah,4,0,35,0,8.75,9,3,2,0,0,243
Kieron Pollard,2,0,26,0,13.00,1,4,0,1,0,243
Usama Mir,2,0,27,1,13.50,3,2,2,0,0,243
Tim David,1,0,11,0,11.00,0,0,1,0,0,243
Abbas Afridi,4,0,39,4,9.75,9,2,2,2,0,243
Mujeeb Ur Rahman,4,0,46,1,11.50,8,3,4,0,0,243
Arshad Iqbal,3.1,0,50,1,15.78,3,4,4,1,0,243
Wahab Riaz,4,0,32,1,8.00,10,3,1,2,0,243
Azmatullah Omarzai,4,0,62,2,15.50,3,5,5,0,0,243
Usman Qadir,2,0,32,0,16.00,3,4,2,1,0,243
Saim Ayub,2,0,22,1,11.00,3,2,1,0,0,243
Mohammad Nawaz,4,0,50,1,12.50,4,4,3,2,0,244
Naveen-ul-Haq,4,0,41,0,10.25,6,3,1,4,0,244
Aimal Khan,3,0,37,0,12.33,3,4,2,0,0,244
Umaid Asif,4,0,49,0,12.25,6,6,2,0,0,244
Qais Ahmad,4,0,77,2,19.25,4,4,9,0,0,244
Mohammad Hafeez,1,0,8,0,8.00,1,1,0,0,0,244
Khushdil Shah,1,0,6,0,6.00,4,1,0,1,0,244
Anwar Ali,3,0,48,1,16.00,3,2,5,0,1,244
Izharulhaq Naveed,4,0,55,0,13.75,8,3,5,2,0,244
Ihsanullah,4,0,58,2,14.50,5,10,1,1,0,244
Abbas Afridi,4,0,47,5,11.75,8,4,3,2,0,244
Usama Mir,4,0,37,0,9.25,8,3,2,1,0,244
Fazalhaq Farooqi,4,0,27,1,6.75,10,2,1,2,0,245
Hasan Ali,4,0,39,3,9.75,9,5,1,2,0,245
Faheem Ashraf,4,0,39,1,9.75,7,5,1,1,0,245
Shadab Khan,4,0,42,2,10.50,6,2,3,1,0,245
Mohammad Wasim,4,0,31,1,7.75,8,1,2,1,0,245
Khurram Shahzad,1.4,0,13,3,7.80,7,0,2,0,0,245
Mujeeb Ur Rahman,4,0,23,0,5.75,13,2,1,1,0,245
Salman Irshad,4,0,38,0,9.50,9,6,1,0,0,245
Aamer Jamal,3,0,28,2,9.33,8,2,2,1,0,245
Sufiyan Muqeem,4,0,37,3,9.25,11,6,1,0,0,245
James Neesham,3,0,23,2,7.66,5,1,1,0,0,245
Dilbar Hussain,3,0,37,1,12.33,5,4,2,2,0,246
Zaman Khan,4,0,39,2,9.75,8,5,0,1,1,246
Haris Rauf,4,0,52,2,13.00,6,5,3,2,0,246
David Wiese,1,0,6,0,6.00,0,0,0,0,0,246
Rashid Khan,4,0,30,0,7.50,8,2,1,0,0,246
Hussain Talat,3,0,24,2,8.00,3,3,0,0,0,246
Shane Dadswell,1,0,8,0,8.00,1,1,0,0,0,246
Imad Wasim,4,0,26,2,6.50,12,2,1,0,0,246
Akif Javed,3,0,8,2,2.66,12,0,0,0,0,246
Mohammad Umar,3.5,0,20,2,5.21,15,0,2,0,0,246
James Fuller,4,0,29,1,7.25,12,2,2,1,0,246
Imran Tahir,4,0,24,2,6.00,11,3,0,1,0,246
Shaheen Shah Afridi,4,0,47,0,11.75,6,3,4,0,0,247
Zaman Khan,4,0,36,1,9.00,9,4,1,3,0,247
David Wiese,4,0,24,0,6.00,6,1,0,0,0,247
Rashid Khan,4,0,18,1,4.50,11,0,1,0,0,247
Haris Rauf,4,0,34,3,8.50,7,1,2,1,0,247
Sheldon Cottrell,3,0,20,3,6.66,13,1,1,4,0,247
Anwar Ali,3,0,13,1,4.33,8,1,0,0,0,247
Abbas Afridi,2.3,0,5,1,2.00,10,0,0,0,0,247
Ihsanullah,3,1,18,1,6.00,13,2,1,0,1,247
Kieron Pollard,1,0,3,1,3.00,3,0,0,0,0,247
Usama Mir,2,0,12,2,6.00,8,1,1,0,0,247
Fazalhaq Farooqi,4,0,31,1,7.75,10,5,0,2,0,248
Faheem Ashraf,3,0,29,1,9.66,6,5,0,1,0,248
Hasan Ali,4,0,37,1,9.25,10,4,1,1,0,248
Mohammad Wasim,4,0,29,1,7.25,9,4,0,0,0,248
Shadab Khan,4,0,40,2,10.00,5,5,1,0,0,248
Mubasir Khan,1,0,7,0,7.00,2,1,0,0,0,248
Mujeeb Ur Rahman,4,0,30,0,7.50,11,4,1,0,0,248
Azmatullah Omarzai,4,0,33,1,8.25,13,5,1,0,0,248
Wahab Riaz,2,0,28,0,14.00,4,5,1,0,0,248
Aamer Jamal,4,0,36,2,9.00,10,3,2,0,0,248
James Neesham,2,0,19,0,9.50,1,1,1,0,0,248
Salman Irshad,4,0,18,2,4.50,13,2,0,0,0,248
Shaheen Shah Afridi,4,0,41,1,10.25,11,7,1,0,0,249
Zaman Khan,3,0,20,2,6.66,10,4,0,0,0,249
David Wiese,3,0,22,0,7.33,6,3,0,0,0,249
Rashid Khan,4,0,42,2,10.50,6,6,1,0,0,249
Haris Rauf,4,0,31,0,7.75,8,4,0,0,0,249
Ahsan Hafeez,2,0,13,0,6.50,4,1,0,2,0,249
Mujeeb Ur Rahman,4,0,35,0,8.75,9,3,2,1,0,249
Azmatullah Omarzai,4,0,31,2,7.75,8,3,0,1,0,249
Wahab Riaz,3,0,20,1,6.66,7,2,0,0,0,249
Aamer Jamal,3,0,32,1,10.66,7,5,1,0,0,249
Saim Ayub,1,0,5,0,5.00,1,0,0,0,0,249
Salman Irshad,3.5,0,42,1,10.95,6,5,1,2,0,249
Sheldon Cottrell,2,0,24,0,12.00,6,4,1,0,0,250
Anwar Ali,4,0,46,1,11.50,6,5,2,1,0,250
Ihsanullah,3,0,37,1,12.33,7,2,3,5,0,250
Abbas Afridi,4,0,38,0,9.50,11,4,2,1,0,250
Kieron Pollard,2,0,18,0,9.00,3,2,0,1,0,250
Usama Mir,3,0,24,3,8.00,8,1,2,0,0,250
Khushdil Shah,2,0,11,1,5.50,4,1,0,0,0,250
Shaheen Shah Afridi,4,0,51,4,12.75,8,10,0,2,0,250
Zaman Khan,4,0,33,0,8.25,11,6,0,0,0,250
David Wiese,4,0,31,1,7.75,5,2,1,0,0,250
Rashid Khan,4,0,26,2,6.50,9,3,0,0,0,250
Haris Rauf,4,0,49,0,12.25,7,5,3,2,0,250
